,Long,Short
2025-06-02 07:30:00+02:00,114.56,114.56
2025-06-02 07:45:00+02:00,108.81,108.81
2025-06-02 08:00:00+02:00,146.09,146.09
2025-06-02 08:15:00+02:00,125.36,125.36
2025-06-02 08:30:00+02:00,111.56,111.56
2025-06-02 08:45:00+02:00,96.9,96.9
2025-06-02 09:00:00+02:00,141.88,141.88
2025-06-02 09:15:00+02:00,126.82,126.82
2025-06-02 09:30:00+02:00,140.55,140.55
2025-06-02 09:45:00+02:00,137.63,137.63
2025-06-02 10:00:00+02:00,129.49,129.49
2025-06-02 10:15:00+02:00,-7.95,-7.95
2025-06-02 10:30:00+02:00,21.98,21.98
2025-06-02 10:45:00+02:00,-26.0,-26.0
2025-06-02 11:00:00+02:00,-15.47,-15.47
2025-06-02 11:15:00+02:00,51.41,51.41
2025-06-02 11:30:00+02:00,48.25,48.25
2025-06-02 11:45:00+02:00,41.27,41.27
2025-06-02 12:00:00+02:00,30.97,30.97
2025-06-02 12:15:00+02:00,36.91,36.91
2025-06-02 12:30:00+02:00,49.0,49.0
2025-06-02 12:45:00+02:00,0.0,0.0
2025-06-02 13:00:00+02:00,0.0,0.0
2025-06-02 13:15:00+02:00,85.36,85.36
2025-06-02 13:30:00+02:00,100.81,100.81
2025-06-02 13:45:00+02:00,123.88,123.88
2025-06-02 14:00:00+02:00,11.11,11.11
2025-06-02 14:15:00+02:00,66.98,66.98
2025-06-02 14:30:00+02:00,25.56,25.56
2025-06-02 14:45:00+02:00,0.0,0.0
2025-06-02 15:00:00+02:00,45.34,45.34
2025-06-02 15:15:00+02:00,129.49,129.49
2025-06-02 15:30:00+02:00,105.9,105.9
2025-06-02 15:45:00+02:00,140.35,140.35
2025-06-02 16:00:00+02:00,231.9,231.9
2025-06-02 16:15:00+02:00,231.52,231.52
2025-06-02 16:30:00+02:00,258.6,258.6
2025-06-02 16:45:00+02:00,168.1,168.1
2025-06-02 17:00:00+02:00,161.6,161.6
2025-06-02 17:15:00+02:00,214.85,214.85
2025-06-02 17:30:00+02:00,227.14,227.14
2025-06-02 17:45:00+02:00,209.32,209.32
2025-06-02 18:00:00+02:00,87.98,87.98
2025-06-02 18:15:00+02:00,129.56,129.56
2025-06-02 18:30:00+02:00,158.52,158.52
2025-06-02 18:45:00+02:00,194.4,194.4
2025-06-02 19:00:00+02:00,0.0,0.0
2025-06-02 19:15:00+02:00,79.75,79.75
2025-06-02 19:30:00+02:00,-15.56,-15.56
2025-06-02 19:45:00+02:00,-129.46,-129.46
2025-06-02 20:00:00+02:00,-13.24,-13.24
2025-06-02 20:15:00+02:00,-226.54,-226.54
2025-06-02 20:30:00+02:00,-306.55,-306.55
2025-06-02 20:45:00+02:00,-496.34,-496.34
2025-06-02 21:00:00+02:00,-6.04,-6.04
2025-06-02 21:15:00+02:00,13.3,13.3
2025-06-02 21:30:00+02:00,7.08,7.08
2025-06-02 21:45:00+02:00,-7.12,-7.12
2025-06-02 22:00:00+02:00,169.0,169.0
2025-06-02 22:15:00+02:00,102.06,102.06
2025-06-02 22:30:00+02:00,134.96,134.96
2025-06-02 22:45:00+02:00,139.08,139.08
2025-06-02 23:00:00+02:00,170.77,170.77
2025-06-02 23:15:00+02:00,148.1,148.1
2025-06-02 23:30:00+02:00,154.62,154.62
2025-06-02 23:45:00+02:00,124.18,124.18
2025-06-03 00:00:00+02:00,166.41,166.41
2025-06-03 00:15:00+02:00,159.76,159.76
2025-06-03 00:30:00+02:00,149.97,149.97
2025-06-03 00:45:00+02:00,131.54,131.54
2025-06-03 01:00:00+02:00,231.5,231.5
2025-06-03 01:15:00+02:00,174.71,174.71
2025-06-03 01:30:00+02:00,164.94,164.94
2025-06-03 01:45:00+02:00,156.69,156.69
2025-06-03 02:00:00+02:00,227.6,227.6
2025-06-03 02:15:00+02:00,170.57,170.57
